Feature_1,Feature_2,Target
0.06778544251417018,0.21096148837818604,1
-0.03445174627765101,0.3226318267923961,1
1.649217255239534,-0.31940966184813985,1
1.9276350792435273,0.030435630972035506,1
0.18851159347818425,0.14569058023229525,1
0.36503625980734256,-0.28678018569046504,1
0.2073807655867066,-0.15062843030684803,1
0.06268448605137732,0.05829398721650883,1
0.3188628550064106,-0.2904868425417766,1
1.874677344867066,0.15033524584795965,1
1.0781523364242787,-0.5707368056662852,1
2.051816140450589,0.14953607095894245,1
2.003838646600605,0.20160742315314972,1
0.11780046242938119,0.15428387120656759,1
0.2196251119192903,-0.32422998067714837,1
2.0504100830409193,0.23120530342015,1
0.31464505303279555,-0.35035248696062876,1
0.11115979322014957,-0.05762873547359848,1
0.8011580150716964,-0.38375061325281346,1
0.5035913114739206,-0.38059943772828064,1
1.9914693008807014,0.3288707033159484,1
0.8840998285451814,-0.5573261490277871,1
0.03427169554964824,0.337134356639476,1
2.114395285113812,0.22938496573158387,1
1.6127610845714853,-0.24873219376278033,1
0.8388540205123338,-0.5269339913580042,1
1.8860186012790865,0.3104501072913409,1
1.6774187329313752,-0.15113301501143667,1
1.1842757669599793,-0.4250965230036746,1
-0.023479832951154272,-0.18978439102978278,1
0.3511300042449581,-0.25389064398903394,1
-0.11732527238640023,0.22565164788653042,1
1.5900369411766957,-0.126267185909739,1
0.20076947917477916,-0.35962167942039613,1
1.6522249304874213,-0.19753676296340938,1
1.9663503910055744,0.3434866782108421,1
0.30012503003493873,-0.06268962416764116,1
0.16823687306810126,0.33039144654639635,1
1.438591671725618,-0.06811695638876258,1
0.013916990738926325,0.25108431875422177,1
0.18074381995455818,-0.06966511475845412,1
1.7375104361410858,0.10294118185624834,1
0.5930067650352171,-0.3331095400109674,1
1.6884913834263704,-0.3040148819222674,1
1.4927691391952929,-0.515540323976049,1
0.5387097192204716,-0.46534251635167784,1
0.16364870157958059,-0.0648563946753522,1
0.8126562728939328,-0.5135803783479891,1
0.22796661636801052,-0.17152166053843093,1
1.4052469696086827,-0.4238758501525174,1
0.40507067864812657,-0.3160913876946628,1
0.17736745410696905,0.33408565099525844,1
1.236193470392418,-0.2955319028539487,1
1.9429325816919325,0.12627031205899847,1
-0.03155983232767581,0.08748233871843344,1
1.972223566351562,0.047708910771168386,1
0.2851463943502075,-0.10835658049343634,1
0.3381468666945852,-0.22250819337337252,1
1.3409878070089611,-0.3561600993459423,1
-0.09790764543110125,0.27795563832585646,1
2.0738858432019343,-0.06206744700256478,1
1.7254553210203118,-0.07479915696879363,1
1.890975211470366,-0.15594635970410456,1
0.6031886336925812,-0.4942308628426561,1
0.45512701181332593,-0.11015964052565388,1
0.438239395773852,-0.5699277180138893,1
0.7586304318701848,-0.38592285112192415,1
1.7504704556064046,0.443989816967176,1
1.6974817598702339,-0.24036075695115555,1
0.10461108921464864,-0.010190511035940437,1
0.22198403010192747,-0.055199604355864795,1
1.1892525654205874,-0.4125355363180417,1
1.5058233179470635,-0.21601325640517627,1
0.5663653711396834,-0.6269811829186724,1
1.242381372785874,-0.37766979339048123,1
0.7385943661022637,-0.32214328703492306,1
2.182019808845716,0.47166344132343685,1
1.8768650152900734,-0.0357498512880938,1
1.632218488584318,-0.24191270907741705,1
0.7138939845587591,-0.5630127819518154,1
1.2637924148127906,-0.5651923596040024,1
2.0528915009830495,0.21732489721568546,1
1.5318570134489273,-0.27767247414350216,1
0.5085564438154063,-0.4531408945176581,1
0.5719531322119371,-0.5457355483210904,1
1.69751116619656,-0.13519403277689657,1
1.7230861424140316,-0.3405199957935869,1
1.93842962045511,-0.13418850795014878,1
0.10088993883144654,0.3156627574760333,1
1.0523364966876687,-0.4823976767077247,1
1.8836592917829267,0.039560362933592906,1
1.2322785600169337,-0.6049159633506719,1
-0.014908573875483888,0.22470684309933825,1
-0.05542821255640425,0.1475243217491597,1
0.74660652931894,-0.4640657794918143,1
1.8256213487791972,-0.4001065386349506,1
-0.09452986979707104,0.47363041651265636,1
1.0970179572844816,-0.44985897355887783,1
0.43273274922953914,-0.24508999791212735,1
0.6115713492827068,-0.5031262090133639,1
2.1626653203541,0.33242207912571037,1
1.8591466261412428,0.42902689511415715,1
1.7970393724152631,-0.12934336651222983,1
0.735446319979816,-0.5389480441405907,1
1.2663398677427136,-0.2888275533950959,1
1.2144471756247708,-0.49184644699637253,1
0.19821060709916885,-0.028568639543698926,1
1.7449419564996103,0.03294524410740939,1
1.7920300538815377,-0.3018446157599619,1
1.9364717564642329,0.3297020454891917,1
1.9479352312611682,0.2879070425471384,1
1.2879427648957538,-0.3098858397674694,1
1.558293668845829,-0.3269050836842327,1
1.085480848039116,-0.28880331947033444,1
1.2973978546051903,-0.4158136511097695,1
0.8366739677250437,-0.4359259722038336,1
0.9818722010684333,-0.543838244159762,1
1.6871447574431426,-0.19698328961692324,1
1.6875474499207335,0.11046979798435963,1
0.022560799348829187,0.2505413474221685,1
1.9460255442137693,0.30485718915080845,1
1.607224575847869,-0.3423408297707716,1
2.1150005487439745,0.3972351344241911,1
1.8483322040196892,0.0709519473518328,1
0.3285107321226219,-0.3902824621742947,1
0.7178066519371535,-0.4179782192512768,1
1.439902030011235,-0.4983333156667102,1
0.9091510916344053,-0.4281641467343559,1
1.6620275387787626,-0.08387684715898241,1
0.1261155360579166,0.09587263529473725,1
0.6245705737840627,-0.46981677663557764,1
0.3023537697622277,-0.18905264440968816,1
-0.07317863812484902,0.45143326544687146,1
1.3227504021727898,-0.5500629299512666,1
1.924202847778008,0.3727238296643303,1
0.30884574377423235,-0.12660548285793236,1
0.08406622181936378,0.39856108628634446,1
0.18769688582668667,-0.15351522500807765,1
0.10309237524392162,-0.013003324362227953,1
0.4948815529955529,-0.27352833171860713,1
1.9657400056584617,0.4664218606626814,1
1.7914694284143635,0.48118781743034916,1
-0.021340782253349067,0.22560350683245123,1
1.6906417299044465,-0.18710563499225785,1
0.9790631720652705,-0.4205349673369083,1
0.8920726816365017,-0.37855402909689095,1
0.0933122483457573,-0.10254576326433021,1
2.0142777500679796,0.45957970909825907,1
0.6017649917328061,-0.5022231601508759,1
0.5595911600979854,-0.28808087745944877,1
0.21225986675817582,0.9063710566991114,0
-0.8966721306146805,0.6609450069033848,0
-0.6081775478226863,1.0490117574457845,0
1.1163135685818042,0.12082496717565,0
0.9343237852608755,0.37325155039935837,0
-0.2445034940519213,0.9405467518626778,0
-0.644534303914475,0.7528416006673485,0
-1.105151531165361,0.19308861444857112,0
-0.8499589977540128,0.5102166224464586,0
0.44289115215910285,0.8208472274845563,0
-0.2754457162506717,0.860334488307175,0
-0.8138611729062415,0.3485580227535718,0
0.041335044250852965,0.9585330873630427,0
-0.8320226695087942,0.3274817573459872,0
0.003522918839134476,0.9445434564590969,0
-0.7372141347311716,0.583124336688143,0
0.83551697686026,0.7404931037404126,0
0.2288288762957299,1.0141539472941672,0
0.7080783901893665,0.630446457051105,0
-0.8949794589120704,0.3515627291805291,0
-0.6818160252248988,0.6579037646767778,0
-0.855099708140295,0.5514970672212299,0
-0.4900232910917554,0.7529218132080118,0
-1.2870963631352252,0.1323949230511911,0
0.8477977063491016,-0.1390591588252188,0
-0.7904357641311289,0.473930038226402,0
0.5387479551717878,0.9186143159228088,0
-1.083040074394718,0.3193674007354179,0
-1.0593009702446752,0.25255702459353235,0
0.9672316508159776,0.03183908387217771,0
-0.9343371754704659,0.48018707200320987,0
0.5096832806042235,0.9294874309921846,0
0.7437211199943208,0.6027101804363048,0
-0.796010302338853,0.6411805207555079,0
0.7856423825974077,0.6556935572847533,0
0.8045427573742396,0.13298252599070282,0
1.1252750847289392,0.05806650778849862,0
0.8467284092320851,0.32605786947787224,0
-0.8602548350013256,0.34473289441612914,0
0.21088138935396863,0.770458326865159,0
-1.0782214977768532,0.2664201556485262,0
-0.05915126228529882,0.9996875871269469,0
-0.4106542992415252,0.9500791418087919,0
-0.9661254052619754,0.6438612259323019,0
-0.05435841851940121,0.9332018591427338,0
0.0052588907841900345,1.0345636645629692,0
-0.756973540471211,0.4854488968087798,0
-0.06393134995118605,0.943697281390002,0
-0.8887182639222491,0.5675090816771153,0
0.36597413640771587,1.0357397860413158,0
0.7906992247474987,0.5993748501504716,0
-0.37870118021337773,0.7770202541004125,0
0.9322574383634332,0.045432030186752105,0
0.9665166641336789,0.2670713958164299,0
0.4809200316875362,0.7346424614161083,0
-0.9158902836901378,0.5451471802706589,0
-0.6073315785180134,0.8556457757225047,0
-0.8313417933376301,0.594394127652254,0
0.035057374825232905,0.9393963668437134,0
-0.6289459290055083,0.9107056851207919,0
1.0876750429582556,0.0710827050083954,0
0.20768558018221353,0.8937052973668425,0
-0.7127858951140743,0.7245735990653955,0
0.050986425085408765,0.8469069570621781,0
-0.25730597897081275,0.834543852960237,0
-0.8511116022504877,0.5727269419482112,0
0.21264401190576482,0.9285905085399265,0
0.6786742339444348,0.7818508445215998,0
-0.06778809279917253,0.9982224223432911,0
0.8856618084330357,0.3284498966683224,0
0.49191286342097396,0.8741654730594544,0
0.7951843494067272,0.4493089326471992,0
-0.8579665540147093,0.37701375182007907,0
0.49295546943037855,0.9473689607288245,0
1.214384390725813,0.16744147536198878,0
-1.087981278823579,0.21037576261118784,0
0.28482322420778,0.819645696887422,0
0.8939623341844303,0.23041558706243248,0
-0.3460623875275524,0.8208059595694797,0
0.8415479355593518,0.3364483888085833,0
-0.4599512984413905,0.9584798940356062,0
-0.9539458496110131,0.743303168384263,0
-0.20770339461534526,1.081324759144186,0
-0.8378521172436613,0.5117938876403939,0
0.7835139998105842,0.4409687431413945,0
0.24409028302800184,0.9636861951875223,0
0.9006587883478157,0.1885099390960615,0
0.03141456532367903,0.9192290135307633,0
0.6515176948140997,1.0700412693621186,0
0.2139948027663098,0.8427868526197884,0
-0.9620633913483696,-0.14662765523185262,0
0.022699797711690922,1.1223441371174618,0
0.6836386795376185,0.8026451468688908,0
-0.17205485954501176,1.0247905920316147,0
-0.7720461018666903,0.7878752808683838,0
0.5647669981050405,0.8037497397769999,0
-0.9001342910481522,0.22544293794536835,0
0.6413959485719609,0.9159109049675273,0
-0.017970410907925716,0.9758831254938418,0
1.1516358996478462,0.29657856318481735,0
0.6727771135153682,0.8253745116810272,0
0.6836855140807214,0.5292777571184243,0
-0.46534028650227244,0.7435381785521042,0
-0.6327734903974385,0.872181094852992,0
-0.2618459237716715,0.9655695098706454,0
-0.7826178767361689,0.5060810274156831,0
0.5432515682076633,0.8591135916975186,0
0.8748984337935457,0.7737213891574116,0
-0.7518016919720283,0.8202447381759578,0
0.9350407995352606,0.30863552096881947,0
0.813355639875621,0.47831043029512316,0
1.101806365876171,0.0737406260717933,0
0.3245098078332709,0.9534442093602475,0
-0.9606117340423275,0.22794000554420235,0
0.9030250630957868,0.5336803344071542,0
-0.4965617853404561,0.790984162804493,0
0.9541143484780272,0.46019646106834533,0
-0.9582347542859888,0.30457139512766734,0
-0.7297573626568945,0.00283956379363573,0
-0.6485596390890829,0.9062374465827313,0
-1.0659965062809509,0.2765424762700275,0
0.3061089916926976,0.9187572713468479,0
-0.7017657184624,0.8801468052841042,0
0.6650131445425728,0.6735571699119274,0
1.0784138697775867,0.3594633700187131,0
0.9458554694904358,0.09129353182933543,0
0.11388338609531629,1.0401098225177665,0
0.8719656134320712,0.7364887026271977,0
-0.5356273515134137,1.009524739420941,0
0.7141004789903025,0.5951542962593843,0
0.4650169577238748,0.9292765665931614,0
1.025545456443723,-0.09567759812684876,0
-1.077657319371301,0.3164517093317589,0
0.3256240115092357,1.0324645569755575,0
-0.6753633111330215,0.817661074287164,0
0.882016497462858,0.3070925889644749,0
-0.9970168488561094,0.006578826990562656,0
1.1957956253599138,0.08113969210157854,0
0.9076885338813084,0.02162025120245846,0
0.9077897251324677,0.1868408247710973,0
0.733661862678746,0.433350494272715,0
-0.7162227661156826,0.7683954781719832,0
-0.7882062226662913,0.07470598847621615,0
0.25378235654254155,0.9168887600942811,0
-0.16511967100656777,1.0135319801472507,0
0.8101489774146062,0.41559278288137924,0
0.7321409831904209,0.6647485480900864,0
-0.03011716910106335,0.7718312308915414,0
-0.8456990815073796,0.3491563105304938,0
0.9918168728440433,0.43141917909133365,0
