Feature_1,Feature_2,Target
0.656,0.481,1
0.773,0.065,1
-0.184,-0.792,1
0.475,-0.664,1
0.705,0.467,1
-0.272,0.773,1
0.098,0.794,1
0.523,0.578,1
-0.355,0.763,1
0.39,-0.625,1
-0.726,0.064,1
0.623,-0.557,1
0.655,-0.486,1
0.506,0.672,1
-0.161,0.758,1
0.719,-0.428,1
-0.436,0.717,1
-0.112,0.879,1
-0.594,0.505,1
-0.039,0.731,1
0.792,-0.148,1
-0.663,0.314,1
0.797,0.137,1
0.702,-0.48,1
-0.076,-0.815,1
-0.659,0.357,1
0.728,-0.214,1
0.192,-0.795,1
-0.747,-0.149,1
0.062,0.745,1
0.11,0.76,1
0.661,0.293,1
-0.113,-0.745,1
-0.314,0.74,1
-0.158,-0.745,1
0.781,-0.129,1
0.104,0.85,1
0.85,0.198,1
-0.424,-0.557,1
0.804,-0.037,1
0.388,0.684,1
0.247,-0.665,1
-0.393,0.698,1
0.001,-0.855,1
-0.445,-0.723,1
-0.632,0.531,1
0.326,0.722,1
-0.746,0.279,1
0.028,0.806,1
-0.523,-0.627,1
-0.578,0.67,1
0.843,0.243,1
-0.707,-0.316,1
0.538,-0.588,1
0.49,0.576,1
0.415,-0.683,1
0.294,0.751,1
-0.204,0.81,1
-0.618,-0.469,1
0.722,0.151,1
0.715,-0.593,1
0.328,-0.734,1
0.115,-0.784,1
-0.722,0.425,1
0.36,0.76,1
-0.413,0.597,1
-0.686,0.441,1
0.604,-0.274,1
-0.184,-0.737,1
0.332,0.726,1
-0.077,0.884,1
-0.676,-0.54,1
-0.465,-0.536,1
-0.551,0.489,1
-0.684,-0.435,1
-0.723,0.446,1
0.885,-0.088,1
0.161,-0.734,1
0.052,-0.839,1
-0.623,0.427,1
-0.645,-0.602,1
0.688,-0.47,1
-0.491,-0.501,1
-0.241,0.685,1
-0.723,0.411,1
0.032,-0.777,1
-0.301,-0.671,1
0.179,-0.781,1
0.785,0.296,1
-0.707,0.173,1
0.419,-0.673,1
-0.712,-0.454,1
0.637,0.45,1
0.606,0.43,1
-0.851,0.198,1
-0.177,-0.773,1
0.752,0.031,1
-0.793,-0.246,1
-0.034,0.796,1
-0.545,0.541,1
0.838,-0.279,1
0.728,-0.075,1
0.2,-0.786,1
-0.837,0.191,1
-0.616,-0.52,1
-0.733,-0.3,1
0.212,0.809,1
0.313,-0.687,1
-0.076,-0.804,1
0.655,-0.388,1
0.696,-0.362,1
-0.687,-0.291,1
-0.18,-0.823,1
-0.77,0.072,1
-0.682,-0.076,1
-0.767,0.273,1
-0.683,0.235,1
0.106,-0.819,1
0.235,-0.659,1
0.739,0.284,1
0.682,-0.373,1
-0.275,-0.753,1
0.848,-0.148,1
0.469,-0.628,1
-0.544,0.663,1
-0.693,0.438,1
-0.574,-0.525,1
-0.803,0.152,1
-0.038,-0.737,1
0.478,0.673,1
-0.572,0.539,1
0.126,0.781,1
0.724,0.28,1
-0.648,-0.505,1
0.724,-0.248,1
0.487,0.63,1
0.818,0.19,1
0.108,0.786,1
0.451,0.633,1
-0.327,0.76,1
0.735,-0.222,1
0.696,-0.026,1
0.655,0.412,1
-0.076,-0.77,1
-0.802,0.073,1
-0.803,0.193,1
0.396,0.629,1
0.754,-0.236,1
-0.816,0.328,1
-0.255,0.761,1
-0.912,0.35,0
0.291,-0.9,0
-0.726,-0.697,0
1.003,0.32,0
0.595,0.775,0
-0.929,-0.425,0
-0.262,-0.985,0
0.869,-0.36,0
0.802,-0.568,0
-0.554,0.816,0
-0.902,-0.518,0
0.628,-0.858,0
-1.006,0.169,0
0.796,-0.68,0
-1.001,-0.007,0
0.324,-0.96,0
0.014,1.003,0
-0.914,0.28,0
0.088,0.974,0
0.446,-0.966,0
0.138,-0.997,0
0.172,-1.014,0
-0.305,-0.969,0
0.837,-0.163,0
0.924,-0.07,0
0.715,-0.724,0
-0.408,0.953,0
0.852,-0.37,0
0.809,-0.522,0
0.981,0.079,0
0.156,-1.041,0
-0.362,1.001,0
0.175,0.964,0
0.408,-0.874,0
0.23,0.99,0
0.897,0.145,0
1.001,0.303,0
0.824,0.507,0
0.698,-0.77,0
-0.743,0.703,0
0.834,-0.445,0
-1.055,0.335,0
-0.728,-0.686,0
0.662,-0.601,0
-1.0,-0.117,0
-1.001,0.494,0
0.713,-0.737,0
-0.825,-0.441,0
0.427,-0.872,0
-0.728,0.737,0
0.095,0.955,0
-0.459,-0.901,0
0.947,0.178,0
0.875,0.491,0
-0.573,0.73,0
0.738,-0.592,0
-0.505,-0.884,0
0.435,-0.872,0
-1.006,0.117,0
-0.205,-0.909,0
1.034,0.145,0
-0.917,0.323,0
-0.025,-0.992,0
-0.99,0.341,0
-0.847,-0.581,0
0.403,-0.896,0
-0.905,0.402,0
0.311,1.035,0
-0.947,-0.226,0
0.787,0.585,0
-0.292,1.018,0
0.465,0.84,0
0.884,-0.505,0
-0.502,0.906,0
1.075,0.285,0
0.742,-0.633,0
-0.658,0.787,0
0.83,0.485,0
-0.552,-0.832,0
0.519,0.771,0
-0.454,-0.826,0
0.169,-0.9,0
-0.974,-0.262,0
0.597,-0.793,0
0.577,0.777,0
-0.885,0.024,0
0.815,0.49,0
-0.999,0.044,0
-0.409,0.98,0
-0.92,0.236,0
1.013,-0.199,0
-1.014,0.229,0
-0.365,0.871,0
-1.052,-0.091,0
-0.128,-0.968,0
-0.304,0.957,0
1.048,0.039,0
-0.312,0.984,0
-1.001,-0.033,0
0.775,0.696,0
-0.119,1.029,0
0.11,0.926,0
-0.34,-0.965,0
-0.133,-0.929,0
-0.951,-0.394,0
0.063,-1.079,0
-0.449,0.887,0
0.085,1.032,0
-0.291,-0.953,0
0.892,0.457,0
0.123,0.896,0
1.023,0.223,0
-0.776,0.643,0
0.991,-0.167,0
0.39,0.918,0
-0.562,-0.876,0
0.766,0.709,0
0.793,-0.607,0
1.019,-0.553,0
-0.19,-0.912,0
0.913,-0.244,0
-0.718,0.745,0
-0.339,-0.916,0
-0.172,0.933,0
0.956,0.496,0
0.973,0.061,0
-0.951,0.477,0
0.256,1.031,0
-0.515,-0.793,0
-0.115,0.907,0
-0.43,0.969,0
1.011,-0.001,0
0.914,-0.199,0
-0.662,0.864,0
-0.105,-0.955,0
0.898,0.384,0
0.99,-0.174,0
1.03,0.329,0
0.938,0.151,0
0.931,0.264,0
0.272,0.873,0
0.023,-0.963,0
1.036,-0.395,0
-0.775,0.694,0
-0.964,-0.276,0
0.717,0.664,0
-0.155,0.921,0
-0.965,-0.259,0
0.512,-0.938,0
0.85,0.624,0
